"","CAP1","CAP2","CAP3","CAP4","CAP5","CAP6"
"Wooliver_16S_1A1_Beever240927_S1",-0.335432699173784,-1.00281561168022,-0.363628246396621,0.754098889513917,0.493767628301648,1.03022717790896
"Wooliver_16S_1A11_Beever240927_S81",-0.362525350571848,-0.926130411606287,-0.712291975043502,-0.209734002460022,0.368984252211356,1.42891138405208
"Wooliver_16S_1A12_Beever240927_S89",-0.361051067656679,0.172489172354517,0.574602425489295,0.0194075358939943,-0.55640807819708,0.433815644242029
"Wooliver_16S_1A2_Beever240927_S9",-0.331218721655934,0.147207846210697,0.312440734871867,0.849701428652171,0.0778889945984371,0.374048362876998
"Wooliver_16S_1A3_Beever240927_S17",1.32818137651176,-0.316538877405061,-0.302467698208454,0.793776532523228,-0.0812427202503031,0.89635104043454
"Wooliver_16S_1A4_Beever240927_S25",-0.200470754297234,1.13053284929969,0.287279769665308,0.953959573676258,0.446780179130664,0.0622502672364905
"Wooliver_16S_1A5_Beever240927_S33",-0.400684599170767,-0.600935892663059,0.948713246796325,0.434634536702079,0.554161211896081,0.223844203687383
"Wooliver_16S_1B1_Beever240927_S2",1.31849243546104,-0.432722886492715,1.06474469527391,0.21106032961834,-1.01565745691398,0.414631372659567
"Wooliver_16S_1B11_Beever240927_S82",1.28161354994014,-0.081164890974871,1.40308770511032,-0.202066991339839,-1.0207198849852,0.118264075784527
"Wooliver_16S_1B12_Beever240927_S90",-0.217577659185753,1.15031423136722,0.211603967851924,0.375481278900019,-0.0987306672410127,-0.243791784514953
"Wooliver_16S_1B2_Beever240927_S10",-0.247753391585807,1.26273009667909,0.098760543371273,0.984228973570162,0.609573854722866,-0.440358068332773
"Wooliver_16S_1B3_Beever240927_S18",-0.396911867694615,-0.451368017918082,0.649589183295651,0.824025928627997,0.824405988128803,-0.25969022050434
"Wooliver_16S_1B4_Beever240927_S26",-0.337005321604381,-0.871897115689904,-1.14092423334657,1.11750115749802,0.494490867899195,-2.86986284998636
"Wooliver_16S_1B5_Beever240927_S34",-0.293619451421251,0.217380327159266,0.0183529183436655,-0.27309653006971,0.136926387556495,0.567362365026339
"Wooliver_16S_1C1_Beever240927_S3",-0.373612794754476,-0.633735009223194,1.21606487664729,0.479789057444215,-0.242286928540371,0.288220671372954
"Wooliver_16S_1C11_Beever240927_S83",-0.416384015996719,-0.57102936496765,1.44739876635108,-0.439134171831163,-0.573231165291463,0.0795886473819078
"Wooliver_16S_1C12_Beever240927_S91",-0.380445255067646,-0.915259150030816,0.459673758188893,0.193929000731856,-1.61277879277952,-0.527582864125029
"Wooliver_16S_1C2_Beever240927_S11",-0.380196420697323,-1.03216648076275,0.158894915119869,0.619493992805118,-0.913326671163186,-0.116045521489698
"Wooliver_16S_1C3_Beever240927_S19",-0.334542019641231,0.321269621802783,-0.015528649573664,0.848797948099109,0.127845062590983,0.299026427653919
"Wooliver_16S_1C4_Beever240927_S27",1.32370667525997,-0.224689167127335,-0.340530185443101,1.1199563309152,0.94374294347822,0.124043344264192
"Wooliver_16S_1C5_Beever240927_S35",-0.148173761702302,1.15407240543691,-0.301912328647943,0.574370178156013,0.788384260697699,0.0616065662536289
"Wooliver_16S_1D1_Beever240927_S4",-0.286156670114789,0.0485821257864844,0.725783656232058,0.505633518649487,0.114410313424233,0.538844088972263
"Wooliver_16S_1D11_Beever240927_S84",-0.331175389307871,0.155682590993944,0.250482153726193,-0.832846897230008,0.268262236968174,0.418962800518062
"Wooliver_16S_1D12_Beever240927_S92",1.26107961321488,-0.0257967129870778,0.18011267964582,-1.52314969642266,0.291544540221724,-1.57381318641073
"Wooliver_16S_1D2_Beever240927_S12",1.33399708608886,-0.253856489569052,0.367443622980758,0.419210629619809,1.11244941371013,-1.43440636539741
"Wooliver_16S_1D3_Beever240927_S20",-0.322280903498299,1.26115468275759,-0.200963248234329,1.25264036913817,-0.591886279607585,-0.747761300350284
"Wooliver_16S_1D4_Beever240927_S28",-0.376520804649958,-0.44874773471769,0.35792405317979,0.673088492529503,-0.0373662254914308,-0.202925380909743
"Wooliver_16S_1D5_Beever240927_S36",-0.386624550241763,-0.815093520682836,-1.05171427438537,0.398691647409799,-0.356159328303966,-0.0633733653704486
"Wooliver_16S_1E1_Beever240927_S5",-0.235359148624138,1.19985624078771,-0.119734316471092,1.06337689885073,-0.546938943989882,0.187919208930739
"Wooliver_16S_1E11_Beever240927_S85",-0.158131070438341,1.12658933539714,-0.15511692120094,0.71409885158981,-1.13091906980522,0.257178179760561
"Wooliver_16S_1E12_Beever240927_S93",-0.440100540594809,-0.443866646576521,1.13291048366121,-0.525177273171421,-0.798953838631954,-0.272518084347392
"Wooliver_16S_1E2_Beever240927_S13",-0.432858688014705,-0.616552784303129,1.38649029325553,0.211659079806567,-0.376308961084914,-0.210248959911359
"Wooliver_16S_1E3_Beever240927_S21",-0.348414967395495,-0.949228050172962,-0.809499959898511,-0.0508742191684223,0.725216098023697,1.44806379487539
"Wooliver_16S_1E4_Beever240927_S29",-0.349793965682726,0.196969839490154,0.00928674003741371,0.338955258727368,1.03369534967059,0.324390854280171
"Wooliver_16S_1E5_Beever240927_S37",1.33727480577752,-0.387836560276518,-0.939771062963849,0.857073974094515,0.635777114466437,0.0312362341135273
"Wooliver_16S_1F1_Beever240927_S6",-0.315121297080659,-0.928294309308159,-0.407109313412028,0.899201801651075,0.0530321877985502,-0.0210117157841848
"Wooliver_16S_1F11_Beever240927_S86",-0.339636531661375,-0.936050766151319,-0.702352107054759,-0.649718372361552,-0.514862370513734,-0.0516733403051638
"Wooliver_16S_1F12_Beever240927_S94",-0.22825510334998,0.239447348565496,0.313162100208674,-0.395388076243853,0.0919634579519625,-0.413478470133082
"Wooliver_16S_1F2_Beever240927_S14",-0.277167125120286,0.137985654293538,0.17203680030772,0.217303930108953,1.06492979445597,-0.131989379076838
"Wooliver_16S_1F3_Beever240927_S22",1.35615788540595,-0.38986874484667,1.06508195425502,0.0787015943867192,0.897021356287693,-0.590341009385676
"Wooliver_16S_1F4_Beever240927_S30",-0.225130543731506,1.20383404167372,0.228708773852213,1.2023448482685,-0.23014350006947,0.180494616241822
"Wooliver_16S_1F5_Beever240927_S38",-0.431820181588878,-0.298221715869701,0.405898168865296,0.610122761458152,1.05094336264647,0.0575507980868414
"Wooliver_16S_1G1_Beever240927_S7",1.34395251982366,-0.336224841942869,-0.192611257038157,1.17271210622785,-1.5242109121014,0.247554432593822
"Wooliver_16S_1G11_Beever240927_S87",1.29445921587485,-0.278676150848901,-0.712650001966991,-0.045239486717943,-3.08014267780758,0.416213185849493
"Wooliver_16S_1G12_Beever240927_S95",-0.195493956042626,0.943200658278325,1.1130517436999,0.432322547733903,-0.505306157994837,-0.12700775531325
"Wooliver_16S_1G2_Beever240927_S15",-0.195546045632923,1.08678161669075,0.4039724418629,0.971821753388679,0.352621772112132,0.251088172819313
"Wooliver_16S_1G3_Beever240927_S23",-0.477265698369237,-0.664539331854883,1.20831871867119,-0.0406535090204526,0.247568248699162,-0.591461669210815
"Wooliver_16S_1G4_Beever240927_S31",-0.364069241740769,-0.998337826070811,-0.354173496935142,0.377270545168102,-0.233252007966968,0.423800042867633
"Wooliver_16S_1G5_Beever240927_S39",-0.340017138880335,0.36389437805318,0.266546623951448,-0.0881935585837136,-0.0472320892795148,0.726286119114988
"Wooliver_16S_1H1_Beever240927_S8",-0.366034508907287,-0.503421713082023,0.49293701535513,0.989651095902379,-0.185429151171629,0.189885109475848
"Wooliver_16S_1H11_Beever240927_S88",-0.43864471188143,-0.26176628411848,0.309469937270725,-0.221983112125709,-0.425415312035489,-0.148524277556168
"Wooliver_16S_1H12_Beever240927_S96",-0.34555547878707,-0.729474385353765,0.26245675155999,0.871396521891681,-2.25564051380015,-1.10967289478996
"Wooliver_16S_1H2_Beever240927_S16",-0.374462361469193,-0.895107660121276,-0.853448810542562,0.896959370658609,-0.912348292451765,-0.671691071443662
"Wooliver_16S_1H3_Beever240927_S24",-0.234213795984932,0.0961749672569507,0.880236115882071,0.607878114089359,0.695843296565808,0.283424517757436
"Wooliver_16S_1H4_Beever240927_S32",1.33355156791228,-0.348784881188444,0.686449623163729,-0.0064630850368118,0.196297597789278,0.0146278241746241
"Wooliver_16S_1H5_Beever240927_S40",-0.288726539660811,1.25616059945545,0.186432771370065,0.460665091367114,0.458894204383031,0.564575172527136
"Wooliver_16S_2A1_Beever240927_S97",1.28790880490998,-0.118432305684123,-1.01360584289948,-0.690932955997183,-0.287475441977925,0.990624949576278
"Wooliver_16S_2A2_Beever240927_S105",-0.270735887915387,1.22800582444926,0.145528901007707,-1.13271150953406,0.0685766301045146,0.159492156299719
"Wooliver_16S_2A3_Beever240927_S113",-0.468121679158976,-0.340737960916953,0.284457868837204,-1.19543279765607,0.529058683036186,-0.182659943486133
"Wooliver_16S_2B1_Beever240927_S98",-0.365663203346732,-0.236415982359156,-0.831800562313911,-1.76605952115614,0.547834296342022,-0.15538682433182
"Wooliver_16S_2B2_Beever240927_S106",-0.322105049931934,-0.706813003162133,-2.23304407657325,-0.844165987661387,0.465908153288224,-2.68899434631835
"Wooliver_16S_2B3_Beever240927_S114",-0.306141027957379,0.321069862617647,-0.106364068541724,-0.772272851524832,-0.498634305039224,0.575936856281883
"Wooliver_16S_2C1_Beever240927_S99",-0.253307527767497,0.481926122333818,-0.825094987019698,-0.581114587420119,0.195516253667483,0.0920221454594033
"Wooliver_16S_2C2_Beever240927_S107",1.30625422100736,-0.0476913630083568,-0.860055239547392,-0.256891931118732,0.728284516106551,0.289186515760985
"Wooliver_16S_2C3_Beever240927_S115",-0.158837592476562,1.29430544039546,-0.520961493919331,-1.16838923354404,0.715970920661486,-0.00604103888491252
"Wooliver_16S_2D1_Beever240927_S100",-0.240855086279147,1.50047605650624,-0.499834646313143,-0.210929617131825,-1.3802380293143,-0.807981407653452
"Wooliver_16S_2D2_Beever240927_S108",-0.410395258527365,-0.118697733366226,-0.346472550060704,-0.809623372053772,0.137629173806623,-0.218067958829747
"Wooliver_16S_2D3_Beever240927_S116",-0.34281082462749,-0.721497329294684,-1.41557061524907,-0.82864810861749,-0.307357536034948,-0.00865819309491862
"Wooliver_16S_2E1_Beever240927_S101",-0.386940672540792,-0.818375235166661,-1.34344236083146,-1.067616159902,0.726344568920449,1.19999945327579
"Wooliver_16S_2E2_Beever240927_S109",-0.390812401169905,0.442798823912281,-0.483687091536918,-0.940129075420977,0.642145898981811,0.221654775871607
"Wooliver_16S_2E3_Beever240927_S117",1.29786043601322,-0.0883161741409933,-1.58461007777932,-0.355021569163305,0.890060842374024,-0.0458501097173148
"Wooliver_16S_2F1_Beever240927_S102",1.28136565207318,0.0851767811004507,0.622577027379544,-1.39665471749055,0.927075994047615,-0.964161168955511
"Wooliver_16S_2F2_Beever240927_S110",-0.268031927410681,1.43227141898193,-0.466358813300908,-0.142219954621054,-0.321510888958149,0.0961066154627336
"Wooliver_16S_2F3_Beever240927_S118",-0.45787671802192,-0.223497073543276,0.00987410826123181,-1.09931562203035,0.264517805924946,-0.183502419938399
"Wooliver_16S_2G1_Beever240927_S103",-0.42099395621143,-0.345378963757085,0.0308147503618974,-1.50999903826026,0.379310200074096,-0.25169034116163
"Wooliver_16S_2G2_Beever240927_S111",-0.335784650806074,-0.650508636574243,-0.799843667621014,-0.65754708505925,-0.165120496367187,0.353659576501908
"Wooliver_16S_2G3_Beever240927_S119",-0.350257904303817,0.562254180480258,-0.417984274755676,-1.30019695151935,0.14460267650446,0.678380953665123
"Wooliver_16S_2H1_Beever240927_S104",-0.328682280036145,0.383666885289088,0.561968160660428,-1.19118286830537,0.456717048162305,0.111184822717985
"Wooliver_16S_2H2_Beever240927_S112",1.27910473424441,-0.100930979531312,0.671454080547076,-1.42446621066658,-0.724354634344513,0.294343395356512
"Wooliver_16S_2H3_Beever240927_S120",-0.264424820699896,1.4832307012332,-0.157917171400028,-0.531752768406552,0.574613691115566,0.305344366996383
